Job,Routing_ID,Operation,Machine,Processing Time
J25-0093,6,0,M01,46
J25-0093,6,1,M00,37
J25-0093,6,2,M03,61
J25-0093,6,3,M02,13
J25-0093,6,4,M06,32
J25-0093,6,5,M05,21
J25-0093,6,6,M09,32
J25-0093,6,7,M08,89
J25-0093,6,8,M07,30
J25-0093,6,9,M04,55
J25-0094,2,0,M01,91
J25-0094,2,1,M00,85
J25-0094,2,2,M03,39
J25-0094,2,3,M02,74
J25-0094,2,4,M08,90
J25-0094,2,5,M05,10
J25-0094,2,6,M07,12
J25-0094,2,7,M06,89
J25-0094,2,8,M09,45
J25-0094,2,9,M04,33
J25-0095,8,0,M00,76
J25-0095,8,1,M01,69
J25-0095,8,2,M03,76
J25-0095,8,3,M05,51
J25-0095,8,4,M02,85
J25-0095,8,5,M09,11
J25-0095,8,6,M06,40
J25-0095,8,7,M07,89
J25-0095,8,8,M04,26
J25-0095,8,9,M08,74
J25-0096,0,0,M00,29
J25-0096,0,1,M01,78
J25-0096,0,2,M02,9
J25-0096,0,3,M03,36
J25-0096,0,4,M04,49
J25-0096,0,5,M05,11
J25-0096,0,6,M06,62
J25-0096,0,7,M07,56
J25-0096,0,8,M08,44
J25-0096,0,9,M09,21
J25-0097,7,0,M02,31
J25-0097,7,1,M00,86
J25-0097,7,2,M01,46
J25-0097,7,3,M05,74
J25-0097,7,4,M04,32
J25-0097,7,5,M06,88
J25-0097,7,6,M08,19
J25-0097,7,7,M09,48
J25-0097,7,8,M07,36
J25-0097,7,9,M03,79
J25-0098,1,0,M00,43
J25-0098,1,1,M02,90
J25-0098,1,2,M04,75
J25-0098,1,3,M09,11
J25-0098,1,4,M03,69
J25-0098,1,5,M01,28
J25-0098,1,6,M06,46
J25-0098,1,7,M05,46
J25-0098,1,8,M07,72
J25-0098,1,9,M08,30
J25-0099,3,0,M01,81
J25-0099,3,1,M02,95
J25-0099,3,2,M00,71
J25-0099,3,3,M04,99
J25-0099,3,4,M06,9
J25-0099,3,5,M08,52
J25-0099,3,6,M07,85
J25-0099,3,7,M03,98
J25-0099,3,8,M09,22
J25-0099,3,9,M05,43
J25-0100,6,0,M01,46
J25-0100,6,1,M00,37
J25-0100,6,2,M03,61
J25-0100,6,3,M02,13
J25-0100,6,4,M06,32
J25-0100,6,5,M05,21
J25-0100,6,6,M09,32
J25-0100,6,7,M08,89
J25-0100,6,8,M07,30
J25-0100,6,9,M04,55
J25-0101,0,0,M00,29
J25-0101,0,1,M01,78
J25-0101,0,2,M02,9
J25-0101,0,3,M03,36
J25-0101,0,4,M04,49
J25-0101,0,5,M05,11
J25-0101,0,6,M06,62
J25-0101,0,7,M07,56
J25-0101,0,8,M08,44
J25-0101,0,9,M09,21
J25-0102,5,0,M02,84
J25-0102,5,1,M01,2
J25-0102,5,2,M05,52
J25-0102,5,3,M03,95
J25-0102,5,4,M08,48
J25-0102,5,5,M09,72
J25-0102,5,6,M00,47
J25-0102,5,7,M06,65
J25-0102,5,8,M04,6
J25-0102,5,9,M07,25
J25-0103,8,0,M00,76
J25-0103,8,1,M01,69
J25-0103,8,2,M03,76
J25-0103,8,3,M05,51
J25-0103,8,4,M02,85
J25-0103,8,5,M09,11
J25-0103,8,6,M06,40
J25-0103,8,7,M07,89
J25-0103,8,8,M04,26
J25-0103,8,9,M08,74
J25-0104,3,0,M01,81
J25-0104,3,1,M02,95
J25-0104,3,2,M00,71
J25-0104,3,3,M04,99
J25-0104,3,4,M06,9
J25-0104,3,5,M08,52
J25-0104,3,6,M07,85
J25-0104,3,7,M03,98
J25-0104,3,8,M09,22
J25-0104,3,9,M05,43
J25-0105,1,0,M00,43
J25-0105,1,1,M02,90
J25-0105,1,2,M04,75
J25-0105,1,3,M09,11
J25-0105,1,4,M03,69
J25-0105,1,5,M01,28
J25-0105,1,6,M06,46
J25-0105,1,7,M05,46
J25-0105,1,8,M07,72
J25-0105,1,9,M08,30
J25-0106,7,0,M02,31
J25-0106,7,1,M00,86
J25-0106,7,2,M01,46
J25-0106,7,3,M05,74
J25-0106,7,4,M04,32
J25-0106,7,5,M06,88
J25-0106,7,6,M08,19
J25-0106,7,7,M09,48
J25-0106,7,8,M07,36
J25-0106,7,9,M03,79
J25-0107,2,0,M01,91
J25-0107,2,1,M00,85
J25-0107,2,2,M03,39
J25-0107,2,3,M02,74
J25-0107,2,4,M08,90
J25-0107,2,5,M05,10
J25-0107,2,6,M07,12
J25-0107,2,7,M06,89
J25-0107,2,8,M09,45
J25-0107,2,9,M04,33
J25-0108,9,0,M01,85
J25-0108,9,1,M00,13
J25-0108,9,2,M02,61
J25-0108,9,3,M06,7
J25-0108,9,4,M08,64
J25-0108,9,5,M09,76
J25-0108,9,6,M05,47
J25-0108,9,7,M03,52
J25-0108,9,8,M04,90
J25-0108,9,9,M07,45
J25-0109,4,0,M02,14
J25-0109,4,1,M00,6
J25-0109,4,2,M01,22
J25-0109,4,3,M05,61
J25-0109,4,4,M03,26
J25-0109,4,5,M04,69
J25-0109,4,6,M08,21
J25-0109,4,7,M07,49
J25-0109,4,8,M09,72
J25-0109,4,9,M06,53
J25-0110,1,0,M00,43
J25-0110,1,1,M02,90
J25-0110,1,2,M04,75
J25-0110,1,3,M09,11
J25-0110,1,4,M03,69
J25-0110,1,5,M01,28
J25-0110,1,6,M06,46
J25-0110,1,7,M05,46
J25-0110,1,8,M07,72
J25-0110,1,9,M08,30
J25-0111,0,0,M00,29
J25-0111,0,1,M01,78
J25-0111,0,2,M02,9
J25-0111,0,3,M03,36
J25-0111,0,4,M04,49
J25-0111,0,5,M05,11
J25-0111,0,6,M06,62
J25-0111,0,7,M07,56
J25-0111,0,8,M08,44
J25-0111,0,9,M09,21
J25-0112,9,0,M01,85
J25-0112,9,1,M00,13
J25-0112,9,2,M02,61
J25-0112,9,3,M06,7
J25-0112,9,4,M08,64
J25-0112,9,5,M09,76
J25-0112,9,6,M05,47
J25-0112,9,7,M03,52
J25-0112,9,8,M04,90
J25-0112,9,9,M07,45
J25-0113,4,0,M02,14
J25-0113,4,1,M00,6
J25-0113,4,2,M01,22
J25-0113,4,3,M05,61
J25-0113,4,4,M03,26
J25-0113,4,5,M04,69
J25-0113,4,6,M08,21
J25-0113,4,7,M07,49
J25-0113,4,8,M09,72
J25-0113,4,9,M06,53
J25-0114,5,0,M02,84
J25-0114,5,1,M01,2
J25-0114,5,2,M05,52
J25-0114,5,3,M03,95
J25-0114,5,4,M08,48
J25-0114,5,5,M09,72
J25-0114,5,6,M00,47
J25-0114,5,7,M06,65
J25-0114,5,8,M04,6
J25-0114,5,9,M07,25
J25-0115,8,0,M00,76
J25-0115,8,1,M01,69
J25-0115,8,2,M03,76
J25-0115,8,3,M05,51
J25-0115,8,4,M02,85
J25-0115,8,5,M09,11
J25-0115,8,6,M06,40
J25-0115,8,7,M07,89
J25-0115,8,8,M04,26
J25-0115,8,9,M08,74
J25-0116,6,0,M01,46
J25-0116,6,1,M00,37
J25-0116,6,2,M03,61
J25-0116,6,3,M02,13
J25-0116,6,4,M06,32
J25-0116,6,5,M05,21
J25-0116,6,6,M09,32
J25-0116,6,7,M08,89
J25-0116,6,8,M07,30
J25-0116,6,9,M04,55
J25-0117,3,0,M01,81
J25-0117,3,1,M02,95
J25-0117,3,2,M00,71
J25-0117,3,3,M04,99
J25-0117,3,4,M06,9
J25-0117,3,5,M08,52
J25-0117,3,6,M07,85
J25-0117,3,7,M03,98
J25-0117,3,8,M09,22
J25-0117,3,9,M05,43
J25-0118,2,0,M01,91
J25-0118,2,1,M00,85
J25-0118,2,2,M03,39
J25-0118,2,3,M02,74
J25-0118,2,4,M08,90
J25-0118,2,5,M05,10
J25-0118,2,6,M07,12
J25-0118,2,7,M06,89
J25-0118,2,8,M09,45
J25-0118,2,9,M04,33
J25-0119,7,0,M02,31
J25-0119,7,1,M00,86
J25-0119,7,2,M01,46
J25-0119,7,3,M05,74
J25-0119,7,4,M04,32
J25-0119,7,5,M06,88
J25-0119,7,6,M08,19
J25-0119,7,7,M09,48
J25-0119,7,8,M07,36
J25-0119,7,9,M03,79
J25-0120,0,0,M00,29
J25-0120,0,1,M01,78
J25-0120,0,2,M02,9
J25-0120,0,3,M03,36
J25-0120,0,4,M04,49
J25-0120,0,5,M05,11
J25-0120,0,6,M06,62
J25-0120,0,7,M07,56
J25-0120,0,8,M08,44
J25-0120,0,9,M09,21
J25-0121,5,0,M02,84
J25-0121,5,1,M01,2
J25-0121,5,2,M05,52
J25-0121,5,3,M03,95
J25-0121,5,4,M08,48
J25-0121,5,5,M09,72
J25-0121,5,6,M00,47
J25-0121,5,7,M06,65
J25-0121,5,8,M04,6
J25-0121,5,9,M07,25
J25-0122,4,0,M02,14
J25-0122,4,1,M00,6
J25-0122,4,2,M01,22
J25-0122,4,3,M05,61
J25-0122,4,4,M03,26
J25-0122,4,5,M04,69
J25-0122,4,6,M08,21
J25-0122,4,7,M07,49
J25-0122,4,8,M09,72
J25-0122,4,9,M06,53
J25-0123,8,0,M00,76
J25-0123,8,1,M01,69
J25-0123,8,2,M03,76
J25-0123,8,3,M05,51
J25-0123,8,4,M02,85
J25-0123,8,5,M09,11
J25-0123,8,6,M06,40
J25-0123,8,7,M07,89
J25-0123,8,8,M04,26
J25-0123,8,9,M08,74
J25-0124,3,0,M01,81
J25-0124,3,1,M02,95
J25-0124,3,2,M00,71
J25-0124,3,3,M04,99
J25-0124,3,4,M06,9
J25-0124,3,5,M08,52
J25-0124,3,6,M07,85
J25-0124,3,7,M03,98
J25-0124,3,8,M09,22
J25-0124,3,9,M05,43
J25-0125,7,0,M02,31
J25-0125,7,1,M00,86
J25-0125,7,2,M01,46
J25-0125,7,3,M05,74
J25-0125,7,4,M04,32
J25-0125,7,5,M06,88
J25-0125,7,6,M08,19
J25-0125,7,7,M09,48
J25-0125,7,8,M07,36
J25-0125,7,9,M03,79
J25-0126,6,0,M01,46
J25-0126,6,1,M00,37
J25-0126,6,2,M03,61
J25-0126,6,3,M02,13
J25-0126,6,4,M06,32
J25-0126,6,5,M05,21
J25-0126,6,6,M09,32
J25-0126,6,7,M08,89
J25-0126,6,8,M07,30
J25-0126,6,9,M04,55
J25-0127,1,0,M00,43
J25-0127,1,1,M02,90
J25-0127,1,2,M04,75
J25-0127,1,3,M09,11
J25-0127,1,4,M03,69
J25-0127,1,5,M01,28
J25-0127,1,6,M06,46
J25-0127,1,7,M05,46
J25-0127,1,8,M07,72
J25-0127,1,9,M08,30
J25-0128,2,0,M01,91
J25-0128,2,1,M00,85
J25-0128,2,2,M03,39
J25-0128,2,3,M02,74
J25-0128,2,4,M08,90
J25-0128,2,5,M05,10
J25-0128,2,6,M07,12
J25-0128,2,7,M06,89
J25-0128,2,8,M09,45
J25-0128,2,9,M04,33
J25-0129,9,0,M01,85
J25-0129,9,1,M00,13
J25-0129,9,2,M02,61
J25-0129,9,3,M06,7
J25-0129,9,4,M08,64
J25-0129,9,5,M09,76
J25-0129,9,6,M05,47
J25-0129,9,7,M03,52
J25-0129,9,8,M04,90
J25-0129,9,9,M07,45
J25-0130,1,0,M00,43
J25-0130,1,1,M02,90
J25-0130,1,2,M04,75
J25-0130,1,3,M09,11
J25-0130,1,4,M03,69
J25-0130,1,5,M01,28
J25-0130,1,6,M06,46
J25-0130,1,7,M05,46
J25-0130,1,8,M07,72
J25-0130,1,9,M08,30
J25-0131,8,0,M00,76
J25-0131,8,1,M01,69
J25-0131,8,2,M03,76
J25-0131,8,3,M05,51
J25-0131,8,4,M02,85
J25-0131,8,5,M09,11
J25-0131,8,6,M06,40
J25-0131,8,7,M07,89
J25-0131,8,8,M04,26
J25-0131,8,9,M08,74
J25-0132,6,0,M01,46
J25-0132,6,1,M00,37
J25-0132,6,2,M03,61
J25-0132,6,3,M02,13
J25-0132,6,4,M06,32
J25-0132,6,5,M05,21
J25-0132,6,6,M09,32
J25-0132,6,7,M08,89
J25-0132,6,8,M07,30
J25-0132,6,9,M04,55
J25-0133,5,0,M02,84
J25-0133,5,1,M01,2
J25-0133,5,2,M05,52
J25-0133,5,3,M03,95
J25-0133,5,4,M08,48
J25-0133,5,5,M09,72
J25-0133,5,6,M00,47
J25-0133,5,7,M06,65
J25-0133,5,8,M04,6
J25-0133,5,9,M07,25
J25-0134,0,0,M00,29
J25-0134,0,1,M01,78
J25-0134,0,2,M02,9
J25-0134,0,3,M03,36
J25-0134,0,4,M04,49
J25-0134,0,5,M05,11
J25-0134,0,6,M06,62
J25-0134,0,7,M07,56
J25-0134,0,8,M08,44
J25-0134,0,9,M09,21
J25-0135,3,0,M01,81
J25-0135,3,1,M02,95
J25-0135,3,2,M00,71
J25-0135,3,3,M04,99
J25-0135,3,4,M06,9
J25-0135,3,5,M08,52
J25-0135,3,6,M07,85
J25-0135,3,7,M03,98
J25-0135,3,8,M09,22
J25-0135,3,9,M05,43
J25-0136,2,0,M01,91
J25-0136,2,1,M00,85
J25-0136,2,2,M03,39
J25-0136,2,3,M02,74
J25-0136,2,4,M08,90
J25-0136,2,5,M05,10
J25-0136,2,6,M07,12
J25-0136,2,7,M06,89
J25-0136,2,8,M09,45
J25-0136,2,9,M04,33
J25-0137,4,0,M02,14
J25-0137,4,1,M00,6
J25-0137,4,2,M01,22
J25-0137,4,3,M05,61
J25-0137,4,4,M03,26
J25-0137,4,5,M04,69
J25-0137,4,6,M08,21
J25-0137,4,7,M07,49
J25-0137,4,8,M09,72
J25-0137,4,9,M06,53
J25-0138,9,0,M01,85
J25-0138,9,1,M00,13
J25-0138,9,2,M02,61
J25-0138,9,3,M06,7
J25-0138,9,4,M08,64
J25-0138,9,5,M09,76
J25-0138,9,6,M05,47
J25-0138,9,7,M03,52
J25-0138,9,8,M04,90
J25-0138,9,9,M07,45
J25-0139,7,0,M02,31
J25-0139,7,1,M00,86
J25-0139,7,2,M01,46
J25-0139,7,3,M05,74
J25-0139,7,4,M04,32
J25-0139,7,5,M06,88
J25-0139,7,6,M08,19
J25-0139,7,7,M09,48
J25-0139,7,8,M07,36
J25-0139,7,9,M03,79
J25-0140,2,0,M01,91
J25-0140,2,1,M00,85
J25-0140,2,2,M03,39
J25-0140,2,3,M02,74
J25-0140,2,4,M08,90
J25-0140,2,5,M05,10
J25-0140,2,6,M07,12
J25-0140,2,7,M06,89
J25-0140,2,8,M09,45
J25-0140,2,9,M04,33
J25-0141,9,0,M01,85
J25-0141,9,1,M00,13
J25-0141,9,2,M02,61
J25-0141,9,3,M06,7
J25-0141,9,4,M08,64
J25-0141,9,5,M09,76
J25-0141,9,6,M05,47
J25-0141,9,7,M03,52
J25-0141,9,8,M04,90
J25-0141,9,9,M07,45
J25-0142,3,0,M01,81
J25-0142,3,1,M02,95
J25-0142,3,2,M00,71
J25-0142,3,3,M04,99
J25-0142,3,4,M06,9
J25-0142,3,5,M08,52
J25-0142,3,6,M07,85
J25-0142,3,7,M03,98
J25-0142,3,8,M09,22
J25-0142,3,9,M05,43
J25-0143,8,0,M00,76
J25-0143,8,1,M01,69
J25-0143,8,2,M03,76
J25-0143,8,3,M05,51
J25-0143,8,4,M02,85
J25-0143,8,5,M09,11
J25-0143,8,6,M06,40
J25-0143,8,7,M07,89
J25-0143,8,8,M04,26
J25-0143,8,9,M08,74
J25-0144,0,0,M00,29
J25-0144,0,1,M01,78
J25-0144,0,2,M02,9
J25-0144,0,3,M03,36
J25-0144,0,4,M04,49
J25-0144,0,5,M05,11
J25-0144,0,6,M06,62
J25-0144,0,7,M07,56
J25-0144,0,8,M08,44
J25-0144,0,9,M09,21
J25-0145,5,0,M02,84
J25-0145,5,1,M01,2
J25-0145,5,2,M05,52
J25-0145,5,3,M03,95
J25-0145,5,4,M08,48
J25-0145,5,5,M09,72
J25-0145,5,6,M00,47
J25-0145,5,7,M06,65
J25-0145,5,8,M04,6
J25-0145,5,9,M07,25
J25-0146,4,0,M02,14
J25-0146,4,1,M00,6
J25-0146,4,2,M01,22
J25-0146,4,3,M05,61
J25-0146,4,4,M03,26
J25-0146,4,5,M04,69
J25-0146,4,6,M08,21
J25-0146,4,7,M07,49
J25-0146,4,8,M09,72
J25-0146,4,9,M06,53
J25-0147,6,0,M01,46
J25-0147,6,1,M00,37
J25-0147,6,2,M03,61
J25-0147,6,3,M02,13
J25-0147,6,4,M06,32
J25-0147,6,5,M05,21
J25-0147,6,6,M09,32
J25-0147,6,7,M08,89
J25-0147,6,8,M07,30
J25-0147,6,9,M04,55
J25-0148,1,0,M00,43
J25-0148,1,1,M02,90
J25-0148,1,2,M04,75
J25-0148,1,3,M09,11
J25-0148,1,4,M03,69
J25-0148,1,5,M01,28
J25-0148,1,6,M06,46
J25-0148,1,7,M05,46
J25-0148,1,8,M07,72
J25-0148,1,9,M08,30
J25-0149,7,0,M02,31
J25-0149,7,1,M00,86
J25-0149,7,2,M01,46
J25-0149,7,3,M05,74
J25-0149,7,4,M04,32
J25-0149,7,5,M06,88
J25-0149,7,6,M08,19
J25-0149,7,7,M09,48
J25-0149,7,8,M07,36
J25-0149,7,9,M03,79
J25-0150,0,0,M00,29
J25-0150,0,1,M01,78
J25-0150,0,2,M02,9
J25-0150,0,3,M03,36
J25-0150,0,4,M04,49
J25-0150,0,5,M05,11
J25-0150,0,6,M06,62
J25-0150,0,7,M07,56
J25-0150,0,8,M08,44
J25-0150,0,9,M09,21
J25-0151,5,0,M02,84
J25-0151,5,1,M01,2
J25-0151,5,2,M05,52
J25-0151,5,3,M03,95
J25-0151,5,4,M08,48
J25-0151,5,5,M09,72
J25-0151,5,6,M00,47
J25-0151,5,7,M06,65
J25-0151,5,8,M04,6
J25-0151,5,9,M07,25
J25-0152,2,0,M01,91
J25-0152,2,1,M00,85
J25-0152,2,2,M03,39
J25-0152,2,3,M02,74
J25-0152,2,4,M08,90
J25-0152,2,5,M05,10
J25-0152,2,6,M07,12
J25-0152,2,7,M06,89
J25-0152,2,8,M09,45
J25-0152,2,9,M04,33
J25-0153,9,0,M01,85
J25-0153,9,1,M00,13
J25-0153,9,2,M02,61
J25-0153,9,3,M06,7
J25-0153,9,4,M08,64
J25-0153,9,5,M09,76
J25-0153,9,6,M05,47
J25-0153,9,7,M03,52
J25-0153,9,8,M04,90
J25-0153,9,9,M07,45
J25-0154,3,0,M01,81
J25-0154,3,1,M02,95
J25-0154,3,2,M00,71
J25-0154,3,3,M04,99
J25-0154,3,4,M06,9
J25-0154,3,5,M08,52
J25-0154,3,6,M07,85
J25-0154,3,7,M03,98
J25-0154,3,8,M09,22
J25-0154,3,9,M05,43
J25-0155,1,0,M00,43
J25-0155,1,1,M02,90
J25-0155,1,2,M04,75
J25-0155,1,3,M09,11
J25-0155,1,4,M03,69
J25-0155,1,5,M01,28
J25-0155,1,6,M06,46
J25-0155,1,7,M05,46
J25-0155,1,8,M07,72
J25-0155,1,9,M08,30
J25-0156,7,0,M02,31
J25-0156,7,1,M00,86
J25-0156,7,2,M01,46
J25-0156,7,3,M05,74
J25-0156,7,4,M04,32
J25-0156,7,5,M06,88
J25-0156,7,6,M08,19
J25-0156,7,7,M09,48
J25-0156,7,8,M07,36
J25-0156,7,9,M03,79
J25-0157,8,0,M00,76
J25-0157,8,1,M01,69
J25-0157,8,2,M03,76
J25-0157,8,3,M05,51
J25-0157,8,4,M02,85
J25-0157,8,5,M09,11
J25-0157,8,6,M06,40
J25-0157,8,7,M07,89
J25-0157,8,8,M04,26
J25-0157,8,9,M08,74
J25-0158,4,0,M02,14
J25-0158,4,1,M00,6
J25-0158,4,2,M01,22
J25-0158,4,3,M05,61
J25-0158,4,4,M03,26
J25-0158,4,5,M04,69
J25-0158,4,6,M08,21
J25-0158,4,7,M07,49
J25-0158,4,8,M09,72
J25-0158,4,9,M06,53
J25-0159,6,0,M01,46
J25-0159,6,1,M00,37
J25-0159,6,2,M03,61
J25-0159,6,3,M02,13
J25-0159,6,4,M06,32
J25-0159,6,5,M05,21
J25-0159,6,6,M09,32
J25-0159,6,7,M08,89
J25-0159,6,8,M07,30
J25-0159,6,9,M04,55
J25-0160,7,0,M02,31
J25-0160,7,1,M00,86
J25-0160,7,2,M01,46
J25-0160,7,3,M05,74
J25-0160,7,4,M04,32
J25-0160,7,5,M06,88
J25-0160,7,6,M08,19
J25-0160,7,7,M09,48
J25-0160,7,8,M07,36
J25-0160,7,9,M03,79
J25-0161,0,0,M00,29
J25-0161,0,1,M01,78
J25-0161,0,2,M02,9
J25-0161,0,3,M03,36
J25-0161,0,4,M04,49
J25-0161,0,5,M05,11
J25-0161,0,6,M06,62
J25-0161,0,7,M07,56
J25-0161,0,8,M08,44
J25-0161,0,9,M09,21
J25-0162,5,0,M02,84
J25-0162,5,1,M01,2
J25-0162,5,2,M05,52
J25-0162,5,3,M03,95
J25-0162,5,4,M08,48
J25-0162,5,5,M09,72
J25-0162,5,6,M00,47
J25-0162,5,7,M06,65
J25-0162,5,8,M04,6
J25-0162,5,9,M07,25
J25-0163,8,0,M00,76
J25-0163,8,1,M01,69
J25-0163,8,2,M03,76
J25-0163,8,3,M05,51
J25-0163,8,4,M02,85
J25-0163,8,5,M09,11
J25-0163,8,6,M06,40
J25-0163,8,7,M07,89
J25-0163,8,8,M04,26
J25-0163,8,9,M08,74
J25-0164,2,0,M01,91
J25-0164,2,1,M00,85
J25-0164,2,2,M03,39
J25-0164,2,3,M02,74
J25-0164,2,4,M08,90
J25-0164,2,5,M05,10
J25-0164,2,6,M07,12
J25-0164,2,7,M06,89
J25-0164,2,8,M09,45
J25-0164,2,9,M04,33
J25-0165,3,0,M01,81
J25-0165,3,1,M02,95
J25-0165,3,2,M00,71
J25-0165,3,3,M04,99
J25-0165,3,4,M06,9
J25-0165,3,5,M08,52
J25-0165,3,6,M07,85
J25-0165,3,7,M03,98
J25-0165,3,8,M09,22
J25-0165,3,9,M05,43
J25-0166,9,0,M01,85
J25-0166,9,1,M00,13
J25-0166,9,2,M02,61
J25-0166,9,3,M06,7
J25-0166,9,4,M08,64
J25-0166,9,5,M09,76
J25-0166,9,6,M05,47
J25-0166,9,7,M03,52
J25-0166,9,8,M04,90
J25-0166,9,9,M07,45
J25-0167,6,0,M01,46
J25-0167,6,1,M00,37
J25-0167,6,2,M03,61
J25-0167,6,3,M02,13
J25-0167,6,4,M06,32
J25-0167,6,5,M05,21
J25-0167,6,6,M09,32
J25-0167,6,7,M08,89
J25-0167,6,8,M07,30
J25-0167,6,9,M04,55
J25-0168,4,0,M02,14
J25-0168,4,1,M00,6
J25-0168,4,2,M01,22
J25-0168,4,3,M05,61
J25-0168,4,4,M03,26
J25-0168,4,5,M04,69
J25-0168,4,6,M08,21
J25-0168,4,7,M07,49
J25-0168,4,8,M09,72
J25-0168,4,9,M06,53
J25-0169,1,0,M00,43
J25-0169,1,1,M02,90
J25-0169,1,2,M04,75
J25-0169,1,3,M09,11
J25-0169,1,4,M03,69
J25-0169,1,5,M01,28
J25-0169,1,6,M06,46
J25-0169,1,7,M05,46
J25-0169,1,8,M07,72
J25-0169,1,9,M08,30
J25-0170,0,0,M00,29
J25-0170,0,1,M01,78
J25-0170,0,2,M02,9
J25-0170,0,3,M03,36
J25-0170,0,4,M04,49
J25-0170,0,5,M05,11
J25-0170,0,6,M06,62
J25-0170,0,7,M07,56
J25-0170,0,8,M08,44
J25-0170,0,9,M09,21
J25-0171,4,0,M02,14
J25-0171,4,1,M00,6
J25-0171,4,2,M01,22
J25-0171,4,3,M05,61
J25-0171,4,4,M03,26
J25-0171,4,5,M04,69
J25-0171,4,6,M08,21
J25-0171,4,7,M07,49
J25-0171,4,8,M09,72
J25-0171,4,9,M06,53
J25-0172,8,0,M00,76
J25-0172,8,1,M01,69
J25-0172,8,2,M03,76
J25-0172,8,3,M05,51
J25-0172,8,4,M02,85
J25-0172,8,5,M09,11
J25-0172,8,6,M06,40
J25-0172,8,7,M07,89
J25-0172,8,8,M04,26
J25-0172,8,9,M08,74
J25-0173,5,0,M02,84
J25-0173,5,1,M01,2
J25-0173,5,2,M05,52
J25-0173,5,3,M03,95
J25-0173,5,4,M08,48
J25-0173,5,5,M09,72
J25-0173,5,6,M00,47
J25-0173,5,7,M06,65
J25-0173,5,8,M04,6
J25-0173,5,9,M07,25
J25-0174,2,0,M01,91
J25-0174,2,1,M00,85
J25-0174,2,2,M03,39
J25-0174,2,3,M02,74
J25-0174,2,4,M08,90
J25-0174,2,5,M05,10
J25-0174,2,6,M07,12
J25-0174,2,7,M06,89
J25-0174,2,8,M09,45
J25-0174,2,9,M04,33
J25-0175,7,0,M02,31
J25-0175,7,1,M00,86
J25-0175,7,2,M01,46
J25-0175,7,3,M05,74
J25-0175,7,4,M04,32
J25-0175,7,5,M06,88
J25-0175,7,6,M08,19
J25-0175,7,7,M09,48
J25-0175,7,8,M07,36
J25-0175,7,9,M03,79
J25-0176,3,0,M01,81
J25-0176,3,1,M02,95
J25-0176,3,2,M00,71
J25-0176,3,3,M04,99
J25-0176,3,4,M06,9
J25-0176,3,5,M08,52
J25-0176,3,6,M07,85
J25-0176,3,7,M03,98
J25-0176,3,8,M09,22
J25-0176,3,9,M05,43
J25-0177,6,0,M01,46
J25-0177,6,1,M00,37
J25-0177,6,2,M03,61
J25-0177,6,3,M02,13
J25-0177,6,4,M06,32
J25-0177,6,5,M05,21
J25-0177,6,6,M09,32
J25-0177,6,7,M08,89
J25-0177,6,8,M07,30
J25-0177,6,9,M04,55
J25-0178,9,0,M01,85
J25-0178,9,1,M00,13
J25-0178,9,2,M02,61
J25-0178,9,3,M06,7
J25-0178,9,4,M08,64
J25-0178,9,5,M09,76
J25-0178,9,6,M05,47
J25-0178,9,7,M03,52
J25-0178,9,8,M04,90
J25-0178,9,9,M07,45
J25-0179,1,0,M00,43
J25-0179,1,1,M02,90
J25-0179,1,2,M04,75
J25-0179,1,3,M09,11
J25-0179,1,4,M03,69
J25-0179,1,5,M01,28
J25-0179,1,6,M06,46
J25-0179,1,7,M05,46
J25-0179,1,8,M07,72
J25-0179,1,9,M08,30
J25-0180,0,0,M00,29
J25-0180,0,1,M01,78
J25-0180,0,2,M02,9
J25-0180,0,3,M03,36
J25-0180,0,4,M04,49
J25-0180,0,5,M05,11
J25-0180,0,6,M06,62
J25-0180,0,7,M07,56
J25-0180,0,8,M08,44
J25-0180,0,9,M09,21
J25-0181,2,0,M01,91
J25-0181,2,1,M00,85
J25-0181,2,2,M03,39
J25-0181,2,3,M02,74
J25-0181,2,4,M08,90
J25-0181,2,5,M05,10
J25-0181,2,6,M07,12
J25-0181,2,7,M06,89
J25-0181,2,8,M09,45
J25-0181,2,9,M04,33
J25-0182,5,0,M02,84
J25-0182,5,1,M01,2
J25-0182,5,2,M05,52
J25-0182,5,3,M03,95
J25-0182,5,4,M08,48
J25-0182,5,5,M09,72
J25-0182,5,6,M00,47
J25-0182,5,7,M06,65
J25-0182,5,8,M04,6
J25-0182,5,9,M07,25
J25-0183,3,0,M01,81
J25-0183,3,1,M02,95
J25-0183,3,2,M00,71
J25-0183,3,3,M04,99
J25-0183,3,4,M06,9
J25-0183,3,5,M08,52
J25-0183,3,6,M07,85
J25-0183,3,7,M03,98
J25-0183,3,8,M09,22
J25-0183,3,9,M05,43
J25-0184,9,0,M01,85
J25-0184,9,1,M00,13
J25-0184,9,2,M02,61
J25-0184,9,3,M06,7
J25-0184,9,4,M08,64
J25-0184,9,5,M09,76
J25-0184,9,6,M05,47
J25-0184,9,7,M03,52
J25-0184,9,8,M04,90
J25-0184,9,9,M07,45
J25-0185,6,0,M01,46
J25-0185,6,1,M00,37
J25-0185,6,2,M03,61
J25-0185,6,3,M02,13
J25-0185,6,4,M06,32
J25-0185,6,5,M05,21
J25-0185,6,6,M09,32
J25-0185,6,7,M08,89
J25-0185,6,8,M07,30
J25-0185,6,9,M04,55
J25-0186,4,0,M02,14
